12.3.2019 1293.01€
10.1.2019 741.39€
11.10.2019 1772.68€
22.5.2019 458.15€
29.1.2019 846.51€
13.12.2019 644.24€
9.6.2019 488.31€
10.9.2019 308.35€
2.8.2019 1577.66€
19.12.2019 1315.15€
31.1.2019 511.48€
16.8.2019 698.36€
21.7.2019 808.79€
12.1.2019 1484.92€
21.4.2019 1269.22€
31.7.2019 980.22€
4.7.2019 373.65€
7.2.2019 1609.94€
22.4.2019 1014.77€
24.11.2019 1341.19€
17.9.2019 1097.21€
17.6.2019 1064.01€
31.5.2019 1554.37€
10.3.2019 1391.01€
22.1.2019 1014.79€
28.1.2019 1203.21€
10.6.2019 1499.45€
11.4.2019 689.28€
7.6.2019 1727.51€
14.7.2019 685.31€
30.10.2019 369.34€
27.9.2019 1203.73€
27.8.2019 820.47€
26.11.2019 528.01€
3.11.2019 349.97€
1.2.2019 432.34€
8.8.2019 1437.35€
7.3.2019 1282.20€
27.11.2019 849.68€
4.4.2019 1377.22€
30.7.2019 775.22€
19.5.2019 1017.94€
16.4.2019 1511.87€
29.4.2019 398.08€
4.3.2019 325.83€
18.12.2019 609.85€
7.1.2019 352.88€
3.10.2019 1261.32€
30.6.2019 1726.02€
2.6.2019 554.03€
4.5.2019 1646.33€
5.7.2019 895.74€
17.8.2019 996.08€
15.12.2019 907.93€
9.2.2019 828.69€
19.2.2019 859.69€
7.9.2019 1083.47€
12.6.2019 1070.20€
5.5.2019 1256.69€
19.7.2019 1225.16€
16.1.2019 1561.15€
2.1.2019 308.13€
29.8.2019 866.04€
2.5.2019 354.08€
14.5.2019 1077.00€
3.5.2019 544.98€
11.9.2019 570.75€
21.9.2019 838.12€
10.5.2019 549.22€
15.11.2019 1593.43€
15.7.2019 1719.47€
12.7.2019 1127.54€
23.8.2019 1211.44€
23.11.2019 677.49€
28.4.2019 511.49€
14.1.2019 717.59€
5.3.2019 1191.94€
16.2.2019 484.60€
19.8.2019 1125.26€
6.3.2019 693.16€
10.7.2019 451.60€
23.5.2019 500.78€
3.7.2019 1556.09€
22.9.2019 1474.59€
25.11.2019 502.19€
23.4.2019 756.25€
15.8.2019 1672.54€
18.8.2019 1544.43€
12.12.2019 622.68€
30.1.2019 1497.48€
25.10.2019 788.66€
30.8.2019 996.18€
20.12.2019 1708.28€
22.2.2019 1217.08€
18.1.2019 648.26€
18.2.2019 1089.59€
6.5.2019 1119.58€
1.3.2019 1383.22€
9.8.2019 1412.79€
20.10.2019 1233.61€
24.4.2019 1268.09€
4.6.2019 1603.06€
17.5.2019 1440.01€
15.4.2019 383.04€
29.3.2019 1770.81€
29.11.2019 542.52€
11.3.2019 1550.16€
10.2.2019 948.71€
11.5.2019 381.28€
25.1.2019 989.85€
5.1.2019 1292.99€
26.4.2019 425.25€
10.4.2019 353.95€
2.2.2019 864.77€
30.5.2019 713.54€
26.6.2019 590.50€
31.3.2019 1263.95€
8.5.2019 958.89€
20.5.2019 524.18€
3.12.2019 1066.78€
17.4.2019 832.78€
29.5.2019 1484.69€
23.2.2019 768.72€
21.1.2019 694.47€
1.4.2019 1522.88€
26.3.2019 1226.35€
16.11.2019 1085.92€
8.11.2019 1091.58€
18.4.2019 1747.36€
7.12.2019 1790.64€
2.7.2019 1394.77€
21.3.2019 354.24€
27.1.2019 623.45€
25.8.2019 1351.29€
27.5.2019 1323.62€
9.1.2019 1682.62€
8.1.2019 1269.84€
12.9.2019 1335.98€
3.3.2019 687.83€
5.2.2019 701.17€
18.7.2019 570.05€
2.12.2019 794.84€
10.8.2019 1228.48€
7.8.2019 598.55€
4.2.2019 483.12€
9.5.2019 1369.18€
27.10.2019 702.06€
19.11.2019 1755.36€
3.1.2019 575.96€
28.10.2019 1334.98€
4.12.2019 950.86€
8.3.2019 712.20€
21.11.2019 1055.04€
10.10.2019 681.32€
8.12.2019 466.98€
1.7.2019 1190.22€
18.5.2019 1580.92€
11.12.2019 535.15€
17.1.2019 1511.85€
15.6.2019 1005.27€
8.6.2019 787.15€
19.3.2019 1033.30€
10.12.2019 582.91€
6.9.2019 474.10€
17.12.2019 1610.27€
14.6.2019 850.30€
